enddate,pollster,grade,approve,week
2017-05-30,Gallup,B,41,1722
2017-06-01,SurveyMonkey,D-,41,1722
2017-05-30,YouGov,B,37,1722
2017-05-31,Ipsos,B-,41.2,1722
2017-05-30,Rasmussen Reports/Pulse Opinion Research,C+,43,1722
2017-05-31,Rasmussen Reports/Pulse Opinion Research,C+,43,1722
2017-05-31,YouGov,B,36,1722
2017-05-31,Gallup,B,40,1722
2017-05-31,McLaughlin & Associates,C/D,47,1722
2017-06-01,Ipsos,B-,39.9,1722
2017-06-02,Ipsos,B-,38.4,1722
2017-05-31,Morning Consult,B/C,44,1722
2017-06-01,Rasmussen Reports/Pulse Opinion Research,C+,44,1722
2017-06-01,Gallup,B,39,1722
2017-06-01,YouGov,B,40,1722
2017-06-02,Gallup,B,37,1722
2017-06-02,YouGov,B,39,1722
2017-06-03,Ipsos,B-,39,1722
2017-06-03,Gallup,B,36,1722
2017-06-04,Rasmussen Reports/Pulse Opinion Research,C+,46,1722
2017-06-02,Morning Consult,B/C,44,1722
2017-06-03,YouGov,B,35,1722
2017-06-04,Ipsos,B-,38.7,1722
2017-06-06,Quinnipiac University,B+,34,1723
2017-06-04,YouGov,B,37,1722
2017-06-06,IBD/TIPP,A/B,37,1723
2017-06-05,Ipsos,B-,37.6,1723
2017-06-05,GQR Research,B,41,1723
2017-06-04,Gallup,B,37,1722
2017-06-05,Rasmussen Reports/Pulse Opinion Research,C+,46,1723
2017-06-05,Gallup,B,38,1723
2017-06-06,Ipsos,B-,37.7,1723
2017-06-05,YouGov,B,37,1723
2017-06-06,Gallup,B,38,1723
2017-06-06,Rasmussen Reports/Pulse Opinion Research,C+,45,1723
2017-06-06,YouGov,B,37,1723
2017-06-07,Ipsos,B-,37.9,1723
2017-06-06,YouGov,B,38,1723
2017-06-08,SurveyMonkey,D-,41,1723
2017-06-08,Ipsos,B-,36.9,1723
2017-06-07,Gallup,B,37,1723
2017-06-07,Rasmussen Reports/Pulse Opinion Research,C+,46,1723
2017-06-07,YouGov,B,39,1723
2017-06-09,Ipsos,B-,36.6,1723
2017-06-08,Rasmussen Reports/Pulse Opinion Research,C+,46,1723
2017-06-08,Gallup,B,37,1723
2017-06-08,YouGov,B,39,1723
2017-06-09,Gallup,B,39,1723
2017-06-10,Ipsos,B-,37.1,1723
2017-06-09,YouGov,B,41,1723
2017-06-11,Rasmussen Reports/Pulse Opinion Research,C+,46,1723
2017-06-10,icitizen,,31,1723
2017-06-10,Gallup,B,38,1723
2017-06-10,YouGov,B,36,1723
2017-06-11,Ipsos,B-,37.5,1723
2017-06-11,AP-NORC,,35,1723
2017-06-12,Morning Consult,B/C,44,1724
2017-06-12,Rasmussen Reports/Pulse Opinion Research,C+,43,1724
2017-06-11,YouGov,B,38,1723
2017-06-11,Gallup,B,36,1723
2017-06-12,Ipsos,B-,40.3,1724
2017-06-11,Public Policy Polling,B,41,1723
2017-06-12,Zogby Analytics,C+,41,1724
2017-06-12,Gallup,B,36,1724
2017-06-13,Ipsos,B-,40.4,1724
2017-06-12,CNBC/Hart Research/Public Opinion Strategies,A-,37,1724
2017-06-12,YouGov,B,38,1724
2017-06-14,Ipsos,B-,40.2,1724
2017-06-13,YouGov,B,39,1724
2017-06-15,SurveyMonkey,D-,43,1724
2017-06-13,YouGov,B,38,1724
2017-06-13,Gallup,B,36,1724
2017-06-13,Rasmussen Reports/Pulse Opinion Research,C+,45,1724
2017-06-14,Gallup,B,38,1724
2017-06-14,YouGov,B,36,1724
2017-06-14,Rasmussen Reports/Pulse Opinion Research,C+,47,1724
2017-06-15,Ipsos,B-,38.8,1724
2017-06-18,Pew Research Center,B/C,39,1724
2017-06-15,YouGov,B,40,1724
2017-06-15,Rasmussen Reports/Pulse Opinion Research,C+,50,1724
2017-06-15,Gallup,B,38,1724
2017-06-16,Ipsos,B-,38.8,1724
2017-06-16,Gallup,B,39,1724
2017-06-17,Ipsos,B-,35.8,1724
2017-06-16,YouGov,B,38,1724
2017-06-18,Rasmussen Reports/Pulse Opinion Research,C+,48,1724
2017-06-18,Ipsos,B-,36.7,1724
2017-06-17,YouGov,B,39,1724
2017-06-17,Gallup,B,39,1724
2017-06-18,Garin-Hart-Yang/Global Strategy Group,,42,1724
2017-06-19,Ipsos,B-,36.7,1725
2017-06-19,Kaiser Family Foundation,,40,1725
2017-06-18,icitizen,,23.9,1724
2017-06-18,CBS News,A,36,1724
2017-06-19,Rasmussen Reports/Pulse Opinion Research,C+,47,1725
2017-06-18,Gallup,B,38,1724
2017-06-19,Morning Consult,B/C,43,1725
2017-06-18,YouGov,B,37,1724
2017-06-19,YouGov,B,38,1725
2017-06-19,Gallup,B,37,1725
2017-06-20,Ipsos,B-,37.6,1725
2017-06-20,YouGov,B,40,1725
2017-06-22,SurveyMonkey,D-,43,1725
2017-06-20,Rasmussen Reports/Pulse Opinion Research,C+,45,1725
2017-06-20,NBC News/The Wall Street Journal,A-,40,1725
2017-06-21,Ipsos,B-,39.2,1725
2017-06-20,American Research Group,B,37,1725
2017-06-20,Gallup,B,37,1725
2017-06-20,YouGov,B,38,1725
2017-06-21,Gallup,B,39,1725
2017-06-21,Harris Poll,C,48,1725
2017-06-21,YouGov,B,38,1725
2017-06-21,Rasmussen Reports/Pulse Opinion Research,C+,46,1725
2017-06-22,Ipsos,B-,38.7,1725
2017-06-22,Gallup,B,42,1725
2017-06-22,Rasmussen Reports/Pulse Opinion Research,C+,46,1725
2017-06-21,Morning Consult,B/C,44,1725
2017-06-23,Ipsos,B-,37,1725
2017-06-22,YouGov,B,36,1725
2017-06-23,Gallup,B,39,1725
2017-06-22,Morning Consult,B/C,46,1725
2017-06-24,Ipsos,B-,35.9,1725
2017-06-23,YouGov,B,36,1725
2017-06-24,Gallup,B,38,1725
2017-06-24,YouGov,B,37,1725
2017-06-25,Ipsos,B-,35.9,1725
2017-06-25,Rasmussen Reports/Pulse Opinion Research,C+,47,1725
2017-06-25,Marist College,A+,37,1725
2017-06-24,Morning Consult,B/C,45,1725
2017-06-26,Ipsos,B-,34.4,1726
2017-06-26,Rasmussen Reports/Pulse Opinion Research,C+,46,1726
2017-06-25,YouGov,B,38,1725
2017-06-25,Gallup,B,36,1725
2017-06-26,icitizen,,31,1726
2017-06-27,Ipsos,B-,35.4,1726
2017-06-27,Quinnipiac University,B+,40,1726
2017-06-26,YouGov,B,38,1726
2017-06-26,Gallup,B,39,1726
2017-06-29,IBD/TIPP,A/B,37,1726
2017-06-27,Suffolk University,A,41.9,1726
2017-06-29,SurveyMonkey,D-,41,1726
2017-06-27,YouGov,B,39,1726
2017-06-27,Rasmussen Reports/Pulse Opinion Research,C+,46,1726
2017-06-27,YouGov,B,36,1726
2017-06-27,Fox News,A-,44,1726
2017-06-27,Gallup,B,39,1726
2017-06-28,Ipsos,B-,36.2,1726
2017-06-28,Gallup,B,40,1726
2017-06-28,YouGov,B,35,1726
2017-06-29,Ipsos,B-,36.6,1726
2017-06-28,Rasmussen Reports/Pulse Opinion Research,C+,45,1726
2017-06-29,Gallup,B,38,1726
2017-06-30,Ipsos,B-,37.6,1726
2017-06-29,YouGov,B,36,1726
2017-06-29,Rasmussen Reports/Pulse Opinion Research,C+,46,1726
2017-07-01,Ipsos,B-,38.7,1726
2017-06-30,YouGov,B,38,1726
2017-06-30,Gallup,B,38,1726
2017-07-01,YouGov,B,38,1726
2017-07-02,Rasmussen Reports/Pulse Opinion Research,C+,44,1726
2017-07-01,Gallup,B,37,1726
2017-07-02,Ipsos,B-,38.1,1726
2017-07-03,Rasmussen Reports/Pulse Opinion Research,C+,44,1727
2017-07-02,icitizen,,30,1726
2017-07-02,Gallup,B,39,1726
2017-07-03,Ipsos,B-,38.3,1727
2017-07-02,YouGov,B,38,1726
2017-07-03,YouGov,B,36,1727
2017-07-03,Gallup,B,37,1727
2017-07-04,Ipsos,B-,37.8,1727
2017-07-04,YouGov,B,35,1727
2017-07-05,Ipsos,B-,38.1,1727
2017-07-06,SurveyMonkey,D-,43,1727
2017-07-05,YouGov,B,38,1727
2017-07-05,Gallup,B,37,1727
2017-07-04,YouGov,B,38,1727
2017-07-05,Rasmussen Reports/Pulse Opinion Research,C+,44,1727
2017-07-06,Ipsos,B-,38,1727
2017-07-06,Gallup,B,37,1727
2017-07-07,Ipsos,B-,39.2,1727
2017-07-06,YouGov,B,37,1727
2017-07-06,Rasmussen Reports/Pulse Opinion Research,C+,45,1727
2017-07-07,Gallup,B,38,1727
2017-07-07,YouGov,B,38,1727
2017-07-08,Ipsos,B-,39.8,1727
2017-07-06,Winston Group,B/C,41,1727
2017-07-09,Rasmussen Reports/Pulse Opinion Research,C+,45,1727
2017-07-08,Gallup,B,39,1727
2017-07-08,YouGov,B,41,1727
2017-07-09,Ipsos,B-,39.3,1727
2017-07-10,Kaiser Family Foundation,,38,1728
2017-07-10,Rasmussen Reports/Pulse Opinion Research,C+,45,1728
2017-07-09,Gallup,B,39,1727
2017-07-10,Ipsos,B-,39.6,1728
2017-07-09,YouGov,B,37,1727
2017-07-09,Morning Consult,B/C,45,1727
2017-07-11,Ipsos,B-,39.9,1728
2017-07-11,icitizen,,33,1728
2017-07-10,YouGov,B,40,1728
2017-07-10,Gallup,B,40,1728
2017-07-11,YouGov,B,37,1728
2017-07-11,Rasmussen Reports/Pulse Opinion Research,C+,45,1728
2017-07-12,Ipsos,B-,40.8,1728
2017-07-11,Gallup,B,40,1728
2017-07-11,YouGov,B,37,1728
2017-07-13,SurveyMonkey,D-,42,1728
2017-07-12,Selzer & Co.,A+,40,1728
2017-07-12,Rasmussen Reports/Pulse Opinion Research,C+,44,1728
2017-07-13,Ipsos,B-,40.6,1728
2017-07-12,YouGov,B,37,1728
2017-07-13,Gallup,B,39,1728
2017-07-13,Rasmussen Reports/Pulse Opinion Research,C+,43,1728
2017-07-14,Ipsos,B-,41.5,1728
2017-07-13,YouGov,B,35,1728
2017-07-13,ABC News/The Washington Post,A+,36,1728
2017-07-12,Ipsos,B-,44,1728
2017-07-14,Gallup,B,38,1728
2017-07-14,YouGov,B,38,1728
2017-07-15,Ipsos,B-,40.2,1728
2017-07-16,Ipsos,B-,40.2,1728
2017-07-15,Gallup,B,38,1728
2017-07-15,Morning Consult,B/C,43,1728
2017-07-15,YouGov,B,40,1728
2017-07-16,Rasmussen Reports/Pulse Opinion Research,C+,43,1728
2017-07-16,Monmouth University,A+,39,1728
2017-07-16,Zogby Analytics,C+,42,1728
2017-07-17,Ipsos,B-,37.7,1729
2017-07-16,YouGov,B,40,1728
2017-07-17,Rasmussen Reports/Pulse Opinion Research,C+,43,1729
2017-07-16,Gallup,B,39,1728
2017-07-17,YouGov,B,39,1729
2017-07-19,icitizen,,33,1729
2017-07-18,Ipsos,B-,37.6,1729
2017-07-17,Public Policy Polling,B,41,1729
2017-07-17,Gallup,B,38,1729
2017-07-18,YouGov,B,38,1729
2017-07-19,Ipsos,B-,38.3,1729
2017-07-18,Gallup,B,37,1729
2017-07-18,Rasmussen Reports/Pulse Opinion Research,C+,42,1729
2017-07-20,SurveyMonkey,D-,42,1729
2017-07-18,Fox News,A-,41,1729
2017-07-18,YouGov,B,36,1729
2017-07-20,Ipsos,B-,38.3,1729
2017-07-19,YouGov,B,39,1729
2017-07-19,Rasmussen Reports/Pulse Opinion Research,C+,43,1729
2017-07-19,Gallup,B,36,1729
2017-07-19,SurveyUSA,A,44,1729
2017-07-20,American Research Group,B,35,1729
2017-07-20,Gallup,B,37,1729
2017-07-21,Ipsos,B-,38,1729
2017-07-20,Rasmussen Reports/Pulse Opinion Research,C+,43,1729
2017-07-20,YouGov,B,39,1729
2017-07-21,Gallup,B,38,1729
2017-07-21,YouGov,B,37,1729
2017-07-22,Ipsos,B-,36.8,1729
2017-07-23,Rasmussen Reports/Pulse Opinion Research,C+,44,1729
2017-07-22,Gallup,B,39,1729
2017-07-23,Ipsos,B-,36.3,1729
2017-07-22,YouGov,B,38,1729
2017-07-23,Gallup,B,37,1729
2017-07-24,Ipsos,B-,35.1,1730
2017-07-23,YouGov,B,39,1729
2017-07-24,Rasmussen Reports/Pulse Opinion Research,C+,42,1730
2017-07-24,Harris Poll,C,44,1730
2017-07-24,Morning Consult,B/C,44,1730
2017-07-24,YouGov,B,37,1730
2017-07-24,Gallup,B,36,1730
2017-07-26,icitizen,,31,1730
2017-07-25,Ipsos,B-,35.2,1730
2017-07-26,Ipsos,B-,35.7,1730
2017-07-25,YouGov,B,39,1730
2017-07-27,SurveyMonkey,D-,39,1730
2017-07-25,YouGov,B,38,1730
2017-07-25,Rasmussen Reports/Pulse Opinion Research,C+,43,1730
2017-07-25,Gallup,B,37,1730
2017-07-26,Rasmussen Reports/Pulse Opinion Research,C+,41,1730
2017-07-26,Gallup,B,39,1730
2017-07-26,YouGov,B,36,1730
2017-07-27,Ipsos,B-,37.7,1730
2017-07-27,Gallup,B,39,1730
2017-07-27,Rasmussen Reports/Pulse Opinion Research,C+,41,1730
2017-07-27,YouGov,B,37,1730
2017-07-31,Gravis Marketing,C,44,1731
2017-07-28,Ipsos,B-,36.6,1730
2017-07-28,YouGov,B,38,1730
2017-07-29,Ipsos,B-,36.8,1730
2017-07-28,Gallup,B,39,1730
2017-07-30,Ipsos,B-,37,1730
2017-07-29,YouGov,B,35,1730
2017-07-29,Gallup,B,38,1730
2017-07-29,Morning Consult,B/C,43,1730
2017-07-30,Rasmussen Reports/Pulse Opinion Research,C+,39,1730
2017-07-30,YouGov,B,37,1730
2017-07-31,Ipsos,B-,37.1,1731
2017-07-30,Gallup,B,37,1730
2017-07-31,Rasmussen Reports/Pulse Opinion Research,C+,39,1731
2017-07-31,YouGov,B,37,1731
2017-08-01,Ipsos,B-,37.1,1731
2017-07-31,Gallup,B,37,1731
2017-08-01,Quinnipiac University,B+,33,1731
2017-08-01,Rasmussen Reports/Pulse Opinion Research,C+,38,1731
2017-08-01,Gallup,B,36,1731
2017-08-03,SurveyMonkey,D-,39,1731
2017-08-02,Ipsos,B-,37.5,1731
2017-08-01,YouGov,B,40,1731
2017-08-03,Ipsos,B-,36.9,1731
2017-08-02,Gallup,B,36,1731
2017-08-05,IBD/TIPP,A/B,32,1731
2017-08-02,Rasmussen Reports/Pulse Opinion Research,C+,39,1731
2017-08-01,YouGov,B,37,1731
2017-08-02,YouGov,B,35,1731
2017-08-03,Gallup,B,36,1731
2017-08-03,YouGov,B,36,1731
2017-08-03,Rasmussen Reports/Pulse Opinion Research,C+,39,1731
2017-08-04,Ipsos,B-,35.8,1731
2017-08-04,YouGov,B,38,1731
2017-08-05,Ipsos,B-,35,1731
2017-08-04,Gallup,B,37,1731
2017-08-05,YouGov,B,35,1731
2017-08-06,Rasmussen Reports/Pulse Opinion Research,C+,41,1731
2017-08-06,Kaiser Family Foundation,,36,1731
2017-08-05,Gallup,B,38,1731
2017-08-06,Ipsos,B-,34.5,1731
2017-08-07,Rasmussen Reports/Pulse Opinion Research,C+,41,1732
2017-08-06,CNN/SSRS,B/C,38,1731
2017-08-06,Morning Consult,B/C,40,1731
2017-08-06,Gallup,B,38,1731
2017-08-06,CBS News,A,36,1731
2017-08-07,Ipsos,B-,36.4,1732
2017-08-06,YouGov,B,34,1731
2017-08-07,Zogby Analytics,C+,44.5,1732
2017-08-09,icitizen,,32,1732
2017-08-07,YouGov,B,36,1732
2017-08-08,Ipsos,B-,37.3,1732
2017-08-07,Gallup,B,37,1732
2017-08-08,YouGov,B,37,1732
2017-08-08,Rasmussen Reports/Pulse Opinion Research,C+,42,1732
2017-08-08,YouGov,B,34,1732
2017-08-08,Gallup,B,36,1732
2017-08-09,NBC News/The Wall Street Journal,A-,40,1732
2017-08-09,Ipsos,B-,36.3,1732
2017-08-10,SurveyMonkey,D-,41,1732
2017-08-09,YouGov,B,36,1732
2017-08-10,Ipsos,B-,37.9,1732
2017-08-09,Rasmussen Reports/Pulse Opinion Research,C+,44,1732
2017-08-09,Gallup,B,36,1732
2017-08-11,Ipsos,B-,38.9,1732
2017-08-10,Gallup,B,37,1732
2017-08-10,YouGov,B,37,1732
2017-08-10,Rasmussen Reports/Pulse Opinion Research,C+,45,1732
2017-08-11,YouGov,B,40,1732
2017-08-12,Marist College,A+,35,1732
2017-08-11,Gallup,B,37,1732
2017-08-12,Ipsos,B-,37.3,1732
2017-08-10,Public Policy Polling,B,40,1732
2017-08-13,Ipsos,B-,36.3,1732
2017-08-12,Gallup,B,36,1732
2017-08-13,Rasmussen Reports/Pulse Opinion Research,C+,43,1732
2017-08-12,YouGov,B,39,1732
2017-08-14,Morning Consult,B/C,43,1733
2017-08-13,YouGov,B,36,1732
2017-08-13,Gallup,B,34,1732
2017-08-14,Ipsos,B-,36,1733
2017-08-14,Monmouth University,A+,41,1733
2017-08-15,Quinnipiac University,B+,39,1733
2017-08-14,Rasmussen Reports/Pulse Opinion Research,C+,42,1733
2017-08-14,Gallup,B,36,1733
2017-08-14,YouGov,B,39,1733
2017-08-15,Ipsos,B-,35.5,1733
2017-08-15,Gallup,B,36,1733
2017-08-15,YouGov,B,39,1733
2017-08-16,Ipsos,B-,33.8,1733
2017-08-15,YouGov,B,38,1733
2017-08-15,Rasmussen Reports/Pulse Opinion Research,C+,40,1733
2017-08-17,SurveyMonkey,D-,40,1733
2017-08-15,Marist College,A+,35,1733
2017-08-16,Rasmussen Reports/Pulse Opinion Research,C+,40,1733
2017-08-17,Ipsos,B-,34.6,1733
2017-08-16,YouGov,B,34,1733
2017-08-15,YouGov,B,34,1733
2017-08-21,Pew Research Center,B/C,36,1734
2017-08-16,Gallup,B,37,1733
2017-08-17,George Washington University/Battleground,A/B,42,1733
2017-08-17,Gallup,B,38,1733
2017-08-18,Ipsos,B-,34.9,1733
2017-08-17,YouGov,B,38,1733
2017-08-17,Rasmussen Reports/Pulse Opinion Research,C+,42,1733
2017-08-18,Gallup,B,37,1733
2017-08-17,Opinion Savvy,B-,43,1733
2017-08-18,YouGov,B,35,1733
2017-08-19,Ipsos,B-,35.9,1733
2017-08-19,Morning Consult,B/C,38,1733
2017-08-20,Ipsos,B-,35.7,1733
2017-08-19,YouGov,B,39,1733
2017-08-19,Gallup,B,36,1733
2017-08-20,ABC News/The Washington Post,A+,37,1733
2017-08-20,Rasmussen Reports/Pulse Opinion Research,C+,42,1733
2017-08-20,YouGov,B,34,1733
2017-08-20,American Research Group,B,33,1733
2017-08-21,Ipsos,B-,35.9,1734
2017-08-19,YouGov,B,34,1733
2017-08-20,Gallup,B,35,1733
2017-08-21,Rasmussen Reports/Pulse Opinion Research,C+,43,1734
2017-08-21,AP-NORC,,36,1734
2017-08-22,Ipsos,B-,35.8,1734
2017-08-22,Quinnipiac University,B+,35,1734
2017-08-21,Gallup,B,35,1734
2017-08-21,Public Policy Polling,B,40,1734
2017-08-23,icitizen,,31,1734
2017-08-21,YouGov,B,36,1734
2017-08-22,Harris Poll,C,43,1734
2017-08-23,Ipsos,B-,35.9,1734
2017-08-22,YouGov,B,39,1734
2017-08-24,SurveyMonkey,D-,39,1734
2017-08-22,Gallup,B,35,1734
2017-08-22,Rasmussen Reports/Pulse Opinion Research,C+,41,1734
2017-08-23,YouGov,B,38,1734
2017-08-24,Ipsos,B-,35.5,1734
2017-08-23,Rasmussen Reports/Pulse Opinion Research,C+,42,1734
2017-08-23,Gallup,B,34,1734
2017-08-24,YouGov,B,36,1734
2017-08-24,Gallup,B,34,1734
2017-08-24,Rasmussen Reports/Pulse Opinion Research,C+,42,1734
2017-08-25,Ipsos,B-,35.4,1734
2017-08-25,Gallup,B,35,1734
2017-08-25,YouGov,B,34,1734
2017-08-26,Ipsos,B-,36.1,1734
2017-08-27,Rasmussen Reports/Pulse Opinion Research,C+,42,1734
2017-08-26,Gallup,B,35,1734
2017-08-26,Morning Consult,B/C,39,1734
2017-08-26,YouGov,B,36,1734
2017-08-27,Ipsos,B-,36,1734
2017-08-28,Rasmussen Reports/Pulse Opinion Research,C+,41,1735
2017-08-28,Ipsos,B-,36.6,1735
2017-08-27,Gallup,B,35,1734
2017-08-28,Morning Consult,B/C,40,1735
2017-08-27,YouGov,B,36,1734
2017-08-28,McLaughlin & Associates,C/D,48,1735
2017-08-28,YouGov,B,39,1735
2017-08-29,Ipsos,B-,36.7,1735
2017-08-30,icitizen,,36,1735
2017-08-29,SurveyMonkey,D-,39,1735
2017-08-28,Gallup,B,35,1735
2017-08-31,IBD/TIPP,A/B,38,1735
2017-08-29,Fox News,A-,41,1735
2017-08-29,YouGov,B,38,1735
2017-08-29,YouGov,B,36,1735
2017-08-29,Gallup,B,35,1735
2017-08-29,Rasmussen Reports/Pulse Opinion Research,C+,41,1735
2017-08-30,Ipsos,B-,37.6,1735
2017-08-31,SurveyMonkey,D-,40,1735
2017-08-31,Ipsos,B-,38.1,1735
2017-08-30,YouGov,B,37,1735
2017-08-30,Gallup,B,34,1735
2017-08-30,Rasmussen Reports/Pulse Opinion Research,C+,41,1735
2017-09-01,Ipsos,B-,37.9,1735
2017-08-31,Gallup,B,34,1735
2017-08-31,YouGov,B,36,1735
2017-08-30,Winston Group,B/C,39,1735
2017-08-31,Rasmussen Reports/Pulse Opinion Research,C+,42,1735
2017-09-01,Gallup,B,34,1735
2017-09-02,Ipsos,B-,37.6,1735
2017-09-01,YouGov,B,34,1735
2017-09-08,Morning Consult,B/C,43,1736
2017-09-02,Gallup,B,36,1735
2017-09-03,Rasmussen Reports/Pulse Opinion Research,C+,43,1735
2017-09-03,Ipsos,B-,38.2,1735
2017-09-02,YouGov,B,36,1735
2017-09-03,Morning Consult,B/C,43,1735
2017-09-03,Gallup,B,38,1735
2017-09-03,YouGov,B,36,1735
2017-09-04,Rasmussen Reports/Pulse Opinion Research,C+,44,1736
2017-09-04,Ipsos,B-,39.1,1736
2017-09-06,icitizen,,41,1736
2017-09-04,Gallup,B,37,1736
2017-09-04,YouGov,B,37,1736
2017-09-05,Ipsos,B-,39.7,1736
2017-09-05,YouGov,B,41,1736
2017-09-06,Ipsos,B-,41,1736
2017-09-05,Gallup,B,37,1736
2017-09-05,Rasmussen Reports/Pulse Opinion Research,C+,45,1736
2017-09-05,YouGov,B,38,1736
2017-09-07,SurveyMonkey,D-,40,1736
2017-09-06,YouGov,B,39,1736
2017-09-06,Gallup,B,36,1736
2017-09-07,Ipsos,B-,40.9,1736
2017-09-06,Rasmussen Reports/Pulse Opinion Research,C+,45,1736
2017-09-08,Ipsos,B-,39.6,1736
2017-09-07,YouGov,B,38,1736
2017-09-07,Rasmussen Reports/Pulse Opinion Research,C+,46,1736
2017-09-07,Gallup,B,36,1736
2017-09-08,YouGov,B,42,1736
2017-09-08,Gallup,B,38,1736
2017-09-09,Ipsos,B-,38.7,1736
2017-09-10,Rasmussen Reports/Pulse Opinion Research,C+,44,1736
2017-09-09,Zogby Analytics,C+,43,1736
2017-09-09,YouGov,B,39,1736
2017-09-09,Gallup,B,38,1736
2017-09-09,YouGov,B,38,1736
2017-09-10,Ipsos,B-,36.7,1736
2017-09-10,Gallup,B,38,1736
2017-09-10,YouGov,B,39,1736
2017-09-11,icitizen,,43,1737
2017-09-11,Rasmussen Reports/Pulse Opinion Research,C+,44,1737
2017-09-11,Ipsos,B-,35.3,1737
2017-09-11,Morning Consult,B/C,42,1737
2017-09-11,Gallup,B,37,1737
2017-09-12,Ipsos,B-,34.7,1737
2017-09-11,YouGov,B,36,1737
2017-09-14,SurveyMonkey,D-,43,1737
2017-09-12,YouGov,B,39,1737
2017-09-12,Gallup,B,37,1737
2017-09-12,YouGov,B,39,1737
2017-09-13,Ipsos,B-,35.3,1737
2017-09-12,Rasmussen Reports/Pulse Opinion Research,C+,42,1737
2017-09-14,Ipsos,B-,36.8,1737
2017-09-13,YouGov,B,37,1737
2017-09-13,Rasmussen Reports/Pulse Opinion Research,C+,44,1737
2017-09-13,Marist College,A+,39,1737
2017-09-12,Lucid,D+,34.5,1737
2017-09-13,Gallup,B,37,1737
2017-09-14,Rasmussen Reports/Pulse Opinion Research,C+,43,1737
2017-09-14,YouGov,B,40,1737
2017-09-14,Morning Consult,B/C,41,1737
2017-09-16,Saint Leo University,C/D,42.8,1737
2017-09-14,YouGov,B,40,1737
2017-09-14,Gallup,B,37,1737
2017-09-15,Ipsos,B-,38.4,1737
2017-09-15,YouGov,B,40,1737
2017-09-15,Morning Consult,B/C,42,1737
2017-09-15,Gallup,B,36,1737
2017-09-16,Ipsos,B-,39.5,1737
2017-09-16,Gallup,B,38,1737
2017-09-17,Rasmussen Reports/Pulse Opinion Research,C+,44,1737
2017-09-16,YouGov,B,37,1737
2017-09-17,Ipsos,B-,39.4,1737
2017-09-18,NBC News/The Wall Street Journal,A-,43,1738
2017-09-17,YouGov,B,40,1737
2017-09-18,Rasmussen Reports/Pulse Opinion Research,C+,43,1738
2017-09-17,Gallup,B,38,1737
2017-09-18,Kaiser Family Foundation,,38,1738
2017-09-18,Ipsos,B-,37.5,1738
2017-09-17,Morning Consult,B/C,42,1737
2017-09-19,Ipsos,B-,39,1738
2017-09-20,icitizen,,42,1738
2017-09-19,Monmouth University,A+,40,1738
2017-09-18,YouGov,B,40,1738
2017-09-18,Gallup,B,38,1738
2017-09-19,YouGov,B,39,1738
2017-09-19,Gallup,B,39,1738
2017-09-21,SurveyMonkey,D-,45,1738
2017-09-19,YouGov,B,38,1738
2017-09-20,Ipsos,B-,38.2,1738
2017-09-19,Rasmussen Reports/Pulse Opinion Research,C+,42,1738
2017-09-20,American Research Group,B,35,1738
2017-09-20,Gallup,B,37,1738
2017-09-20,YouGov,B,37,1738
2017-09-21,Ipsos,B-,38.3,1738
2017-09-20,Harris Poll,C,45,1738
2017-09-20,CNN/SSRS,B/C,40,1738
2017-09-20,Rasmussen Reports/Pulse Opinion Research,C+,43,1738
2017-09-20,Lucid,D+,38.21,1738
2017-09-21,Gallup,B,38,1738
2017-09-22,Ipsos,B-,38.3,1738
2017-09-21,ABC News/The Washington Post,A+,39,1738
2017-09-21,Rasmussen Reports/Pulse Opinion Research,C+,43,1738
2017-09-21,YouGov,B,37,1738
2017-09-23,Ipsos,B-,38.6,1738
2017-09-21,Public Policy Polling,B,42,1738
2017-09-22,YouGov,B,40,1738
2017-09-22,Gallup,B,37,1738
2017-09-24,Rasmussen Reports/Pulse Opinion Research,C+,44,1738
2017-09-24,Ipsos,B-,37.8,1738
2017-09-23,Gallup,B,40,1738
2017-09-23,YouGov,B,37,1738
2017-09-24,Morning Consult,B/C,43,1738
2017-09-25,Rasmussen Reports/Pulse Opinion Research,C+,42,1739
2017-09-25,Ipsos,B-,38.4,1739
2017-09-24,YouGov,B,38,1738
2017-09-24,CBS News,A,35,1738
2017-09-24,Gallup,B,39,1738
2017-09-30,Cards Against Humanity/Survey Sampling International,,36,1739
2017-09-25,YouGov,B,38,1739
2017-09-25,Gallup,B,39,1739
2017-09-25,Public Policy Polling,B,42,1739
2017-09-26,icitizen,,34,1739
2017-09-26,Ipsos,B-,37.7,1739
2017-09-26,Quinnipiac University,B+,36,1739
2017-09-26,Rasmussen Reports/Pulse Opinion Research,C+,43,1739
2017-09-26,Gallup,B,37,1739
2017-09-26,Fox News,A-,42,1739
2017-09-27,Ipsos,B-,37.5,1739
2017-09-26,YouGov,B,37,1739
2017-09-28,SurveyMonkey,D-,40,1739
2017-09-26,YouGov,B,37,1739
2017-09-27,CNBC/Hart Research/Public Opinion Strategies,A-,38,1739
2017-09-27,Marist College,A+,37,1739
2017-09-27,Rasmussen Reports/Pulse Opinion Research,C+,43,1739
2017-09-28,Ipsos,B-,38.1,1739
2017-09-27,Gallup,B,36,1739
2017-09-27,YouGov,B,40,1739
2017-09-28,Rasmussen Reports/Pulse Opinion Research,C+,45,1739
2017-09-28,CNN/SSRS,B/C,37,1739
2017-09-27,Lucid,D+,34.57,1739
